Date,User,Tweet
,,"@kieutou_serbia WELL DONE TODAY

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,RT @ilpolitico_web: 💥 Esplosione strategica in #Kosovo: danneggiato il canale idrico che alimenta energia per il paese. Blackout e crisi id…
,,"@kieutou_serbia Louder 💝💝 Freenbecky.

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
SAROCHA AT Y ENTERTAIN AWARDS
#YEntAwards2024xFreen"
,,"@LukaMishveladze Please watch the videos from the protests that took place in Serbia twenty-five years ago.

 You will see that the direction is the same. 
You will understand.
 You have been manipulated.

 But you, brothers, are in a greater decline. 

You will be thrust into war immediately."
,,"@ReDiStupidita Ti će mi kažeš, kad sam ja iz makedonije otišao na zapad (stigao do kosova ali zapad je zapad) ti nisi znao šta je palačinka prijatelju 😎"
,,"@kieutou_serbia WE DID IT BB!

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,🚨 As world is becoming more unstable Serbia begins preparing bomb shelters in anticipation of nuclear war. https://t.co/x3RKbkXVk2
,,@gorjessene SERBIA SERBIA to SAN JUAN SAN JUAN
,,"@kieutou_serbia GL POWER

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,"Dogajanje v zvezi z eksplozijo na vodovodnem kanalu na severu Kosova, ki jo je Priština označila za teroristični napad, je poskus hibridnega napada na Srbijo, je izjavil srbski predsednik Vučić. Zavrnil očitke, da je za eksplozijo odgovoren Beograd. https://t.co/OtNpg8dW5h"
,,"@kieutou_serbia Prince Anan Best Brother 

THE LOYAL PIN IN OUR HEART
#ปิ่นภักดิ์ไม่ยอมพัก"
,,"@ByzantineBound @eimaikifas I'm not serb myself but in general, the Church is viewed as a cultural thing (going to church on Christmas, etc), some are religious and some hate it (drugosrbijanci, who hate most things serb)"
,,"@MONEYUNIVERSE88 @kos_data Relax Irfan Ismaili pure illyrian. You sell ur ass to live in greece, you  are like prostitutes immigrating everywhere like sub saharans in boats 😂😂 albanians in macedonia according to PISA tests are the dumbest people in europe BY FAR 😂"
,,"RT @ibnbehxhet: If you are Muslim you need to be against:

Russia
Assad Syria
Iran and every shia militia
USA
Israel
China
Serbia

There is…"
,,@srbojebac_KS @44keliano and you ? A simple serb pretending to be albanian. How sad.
,,"@kieutou_serbia We did it bb

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,"@kieutou_serbia Anil is so brave 😉

THE LOYAL PIN IN OUR HEART
#ปิ่นภักดิ์ไม่ยอมพัก
#ฟรีนเบค #Freenbecky"
,,@GSchifanelli Because messing with the Serbs always turned out well historically for everyone who tried. We don't fuck around
,,"RT @nikstankovic_: How would this moronic idea even work anybody care to explain?

US is going to come to Serbia and demand Serbia pay Chin…"
,,"@kieutou_serbia This means so much to us im sobbing for real 😭😭😭😭

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,"The explosion on Friday evening hit a canal that sends water to Kosovo's two coal-fired power plants - accounting for most of the country's power production.
https://t.co/CXzRrISZLb
https://t.co/CXzRrISZLb"
,,"@kieutou_serbia WE DID IT BB!

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,"RT @Harry__Faulkner: A bunch of Albanians took over Yonge-Dundas Square last night in Toronto. 

If these Albanians love Albania so much, w…"
,,"@SrbWestern @DamirMartinov10 Neće nam nitko ništa uzeti. Izgubili ste sva 4 rata u periodu 8 godina, 90-ih, ostali bez Crne gore i Kosova.
Imali ste priliku sa JNA 1991, profulali ste i nećete više nigdje. Ako smo mi šaka zla, šta govoriti o Srbima koji su 400 godina bili pod Turcima. Šta vi znate ? Ništa.."
,,"@kieutou_serbia Anil is so brave 

THE LOYAL PIN IN OUR HEART
#ปิ่นภักดิ์ไม่ยอมพัก"
,,"@svoja_na_svoeto Those spreading propaganda about Albanian children should remember the Panda case, where Serbia killed its own youth to blame Albanians. Even Vučić admitted: ""When the truth comes out, Serbia will be shocked."" Stop using children to fuel hate and manipulation."
,,"@Losmi861 Rasprodali Kosovo kao za crni petak, ali 'nate deca dobijaju poklone. 🤡"
,,"RT @DD_Geopolitics: 🇷🇸 Meanwhile, in the NATO-occupied region of Serbia, Kosovo, and Metohija, NATO-backed militants continue to assemble.…"
,,"RT @Sudijafalkoneee: U raciji na Kosovo kod 8 uhapšenih pronađeno preko 200 uniformi🤭
Ali vrhunac je uniforma sa oznakom OVK, kako im ovo p…"
,,"RT @PatrickByrne: They wasted and pilfered that money because right up until the evening of November 5, they believes the election was goin…"
,,"@DiplomatiqueAlp @GlobalDiss Turks love serbs more than serbs turks 
Many turks are larping on serbs on x"
,,"@kieutou_serbia WE DID IT BB!  

FREENBECKY WIN Y ENT AWARDS
 #FBWinYEntAwards2024 
#YEntAwards2024xFreen"
,,"RT @SiddhantAdlakha: This is by a living artist, Tanja Jeremić from Serbia—why would a portrait from 1864 feature an invisible vampire? The…"
,,RT @StateDeptSpox: We condemn the 11/29 attack on Kosovo’s water supply. We will support efforts to find and punish those responsible and a…
,,RT @adelkamall: Tah ye tah tak coach tu datang dari serbia. Entah-entah manager dekat uniqlo. Ambik cuti &amp; buat part time jadi coach. 😂
,,@SerbiaBased Fucking Serbs lmao
,,"@Jedna_Srbija Jok,more,nego ste odgovorni vi,kriminalci iz snsa,na čelu sa vučićem. Glupi ste,bezobrazni i bezobzirni. Iznad svega ste pakosni jer vas fini i obrazovani svet ne voli. Oni vas se ne plaše,iako ste opljačkali državu,predali Kosovo,a sada ste počeli i da ubijate građane Srbije."
,,@PiccininiAna Jajajajja en 20 años dejo pobres y villas como en la PBA q es kosovo. No gracias!
,,"@Nikodim17418689 @Vukan79 Nemoj meni taj patriotizam 300km udaljen od Kosova. To prodaj ovim botovima iz Beograda, meni ne. Unakazili ste nas, uvalili u govna, zato su naprednjaci skoro svi pobegli sa Kosova."
,,RT @GeorgeProust: Everyone ALSO needs to understand that Jack Smith was working for the Hague investigating RussianMafia human trafficking…
,,"@kieutou_serbia Always so proud 👏🏻

SAROCHA AT Y ENTERTAIN AWARDS
#YEntAwards2024xFreen
FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024"
,,"« Albanians are well-known Islamists »

Les Grecs ne peuvent pas s’empêcher de raconter tout et n’importe quoi au sujet des Albanais. https://t.co/6mv3ds7ILL"
,,@Srbokomunista &gt;serb https://t.co/pu7AQLhjs4
,,"RT @ibnbehxhet: If you are Muslim you need to be against:

Russia
Assad Syria
Iran and every shia militia
USA
Israel
China
Serbia

There is…"
,,"@kieutou_serbia GL POWER, MAY LONG IT CONTINUE.

THE LOYAL PIN IN OUR HEART
#ปิ่นภักดิ์ไม่ยอมพั"
,,@MarioBojic @MyLordBebo Shut the fuck up please youre a serb literally the bottom of the barrel when it comes to commenting to anything.
,,"@kieutou_serbia We did it baby ✨️

SAROCHA AT Y ENTERTAIN AWARDS
#YEntAwards2024xFreen
FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024"
,,"hi ich bin auf der suche nach einem mann für meine schwester er sollte groß sein, ü20, albaner aus kosovo religiös und nett halt wenn ihr jemanden kennt der diese erwartungen erfüllt meldet euch bitte 

lg snup"
,,RT @Soulintimations: @LKYMM23 China. I think it is Serbia that refuses to recognise Islam and Slovakia has no mosques
,,@Artane_R Work is what Kosova needs and a lot of weapons. If you are Kosova's partner or ally give Kosova weapons. A lot of them.
,,"@kieutou_serbia We did it bb

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,"@rodnagruda @Aaronrebel444 what serbs did in srebrenica, sarajevo, prijedor and kosovo?
asking for a albanian friend"
,,RT @sentdefender: Kosovo's Interior Minister Xhelal Svecla announced the arrest of eight individuals after an explosion damaged a canal sup…
,,"@nameles20543331 @kos_data Must be sad for servians. Everywhere you go in the balkans albanians Are there. I was in Athens last week, albanian flags everywhere and taking over😂😂 the albanian language is Even a officially language in greece now. Poor Serbia 😂😂"
,,Kosovo Tuduh Serbia Ledakkan Kanal Air Hingga Putus Aliran Listrik https://t.co/p2sUCwaH9i
,,RT @MiRo_SPD: Das sind russische Terror-Methoden gegen ein souveränes Land im Herzen Europas. Diese Anschläge müssen schonungslos aufgeklär…
,,"RT @DD_Geopolitics: 🇷🇸 Meanwhile, in the NATO-occupied region of Serbia, Kosovo, and Metohija, NATO-backed militants continue to assemble.…"
,,"RT @PatrickByrne: They wasted and pilfered that money because right up until the evening of November 5, they believes the election was goin…"
,,"@kieutou_serbia Oh My God 🥹,she finally share it to her baby. 🫠

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,RT @kos_data: 🇲🇰🇷🇸 Police in North Macedonia detained a 17-year-old from Kumanovo for forcibly removing a board displaying the coat of arms…
,,Ovo je politika Vucicevog prijatelja Erdogana 👇 a Turska takodje Kosovo i Metohiju snadbeva OGROMNIM kolicinama oruzja i municije i obucava siptarske teroriste koji se spremaju da oruzano udju na jug centralne Srbije !!! https://t.co/8ONfn1xA6x
,,@Zlatti_71 Stop this holocaust fairy tales. Spreading Jewish lies never brought anything good to the Russians or Serbs.
,,"@PierreDavideB Ye right, the serbs blowing up their own pipes..."
,,"RT @Artane_R: 📍Republic of Kosova 🇽🇰

Less than 48h after the terrorist attack on Ibër-Lepenc canal, water supply for power plant has reach…"
,,"@kieutou_serbia BYE BYE SARO 

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,@ahh_rookie @AlboMomentz You just described Serbs https://t.co/8XPFvmHp4G
,,"#Thessaloniki 🇬🇷 #Greece
New #Metro

#Belgrade 🇷🇸 #Serbia

#Tokyo #Beijing #Москва #Roma #Berlin #Wien #Budapest #Zürich #Athens #Paris #Madrid #EU #UN #London #Chicago #NYC #Washington #Miami #Sydney #Melbourne #Dubai #UAE
https://t.co/EC0TjULCWG"
,,"@kieutou_serbia Cheers

THE LOYAL PIN IN OUR HEART
#ปิ่นภักดิ์ไม่ยอมพัก"
,,RT @GeorgeProust: Everyone ALSO needs to understand that Jack Smith was working for the Hague investigating RussianMafia human trafficking…
,,"@kieutou_serbia THEY LOVE EACH OTHER YOUR HONOR!!!😭😭😭

THE LOYAL PIN IN OUR HEART
#ปิ่นภักดิ์ไม่ยอมพัก"
,,"@kieutou_serbia I’m so happy 

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,@GSchifanelli 96% ethnic Albanian live in kosova. No 10 not 20 not 60 but 96% . Even with imported Serbs when kosova was under occupation from Serbs was barely 20%. Serbs have tried to get rid off us for a long time but they never will because our roots belong where they always been
,,RT @MundoEConflicto: 🇽🇰🇷🇸  #AHORA | Refuerzos en las calles de Kosovo luego de que el gobierno acusara a Serbia de la voladura de uno de su…
,,"@kieutou_serbia THE ACTRESSES THAT THEY ARE

THE LOYAL PIN IN OUR HEART
#ปิ่นภักดิ์ไม่ยอมพัก
#ฟรีนเบค #FreenBecky"
,,"@kieutou_serbia WE DID IT BB!

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,"RT @Artane_R: 📍Republic of Kosova 🇽🇰

Less than 48h after the terrorist attack on Ibër-Lepenc canal, water supply for power plant has reach…"
,,RT @GeorgeProust: Everyone ALSO needs to understand that Jack Smith was working for the Hague investigating RussianMafia human trafficking…
,,"@kieutou_serbia ALWAYS SO PROUD 

FREENBECKY WIN Y ENT AWARDS
#FBWinYEntAwards2024
#YEntAwards2024xFreen"
,,"@kieutou_serbia Unbox with me

THE LOYAL PIN IN OUR HEART
#ปิ่นภักดิ์ไม่ยอมพัก"
,,@RNestasko10423 @SamBayramova never Serbia…russki lovers the lot of you…aren’t you
,,@iulianlfc Kosovo?
,,"RT @BuckRight: Meltology👇

We live in a post apocalyptic world. 

“This monastery, whose name means “Annunciation,” sits tucked in the side…"
,,"RT @KnightsTempOrg: This is what Patriotic Nationalist Resistance looks like and sounds like !
Serbs Patriots defying Muslim aggression and…"
